influencer_id,Number of subscribers,followers,average_likes,average_comments,average_shares,primary_platform,Targeted_audience_age,Targetaudience_gender,past_campaign_success,product_category,budget_per_video,engagement_rate,follower_growth_rate,pat_campaign_success_rate,Geographical location: state of India,campaign duration,score
991,502686,87561,38181,1490,1162,Facebook,25 to 35,Female,7.9,Clothing,142654,6.8,2.0,5.3,Maharashtra,6 months,5.3
992,418199,276680,13424,5717,3093,Facebook,25 to 35,Others,4.3,Clothing,142566,3.2,1.5,1.9,Rajasthan,2 months,2.3
993,543648,384093,11168,3154,2838,Instagram,35 to 45,Male,9.5,Cosmetics,83344,8.7,5.3,4.5,Punjab,6 months,5.7
994,355654,298122,17579,7518,2154,Instagram,5 to 15,Female,8.6,Clothing,128718,9.5,5.9,9.9,Tamil Nadu,1 month,6.9
995,473731,313780,39281,3955,3882,Facebook,5 to 15,Female,1.6,Accessories,97194,4.6,9.0,3.7,Kerala,2 years,4.0
996,884309,472556,38543,8716,1706,YouTube,5 to 15,Others,3.9,Accessories,54453,7.0,8.0,2.9,Rajasthan,3 months,4.5
997,683583,192189,9438,6518,3969,Facebook,25 to 35,Others,2.0,Cosmetics,147431,3.3,4.6,7.8,Kerala,1 year,3.6
998,676993,359854,26225,4813,3879,Instagram,15 to 25,Male,5.3,Cosmetics,102083,4.9,7.4,9.3,Maharashtra,6 months,5.5
999,859672,232580,5141,3388,4150,Instagram,25 to 35,Female,3.4,Accessories,144959,2.6,6.3,2.6,Tamil Nadu,3 months,3.0
1000,453163,100388,12426,2494,2977,Instagram,5 to 15,Others,9.5,Cosmetics,127221,8.1,6.0,4.2,Sikkim,2 months,5.8
